Language_ID,Parameter_ID,Value,Language_ID_raw,Parameter_ID_raw,Code_ID,Language_abbr,Language_Type_ID,Language_Region_ID,Parameter_Category_ID,Parameter_Description,Parameter_Attestation,Parameter_Pervasiveness,Source,Example_ID,Comment
Ozark English,Alternative forms/phrases for referential (non-dummy) it,A,18,3,3-A,OzE,L1t,Am,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Appalachian English,Alternative forms/phrases for referential (non-dummy) it,X,19,3,3-X,AppE,L1t,Am,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Southeast American enclave dialects,Alternative forms/phrases for referential (non-dummy) it,B,20,3,3-B,SEAmE,L1t,Am,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Gullah,Alternative forms/phrases for referential (non-dummy) it,C,21,3,3-C,Gullah,Cr,Am,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,2150,
Chicano English,Alternative forms/phrases for referential (non-dummy) it,?,22,3,3-NA,ChcE,L2,Am,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Bahamian English,Alternative forms/phrases for referential (non-dummy) it,B,23,3,3-B,BahE,L1c,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Bahamian Creole,Alternative forms/phrases for referential (non-dummy) it,D,24,3,3-D,BahC,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Barbadian Creole (Bajan),Alternative forms/phrases for referential (non-dummy) it,X,25,3,3-X,Bajan,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Jamaican English,Alternative forms/phrases for referential (non-dummy) it,?,26,3,3-NA,JamE,L2,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Jamaican Creole,Alternative forms/phrases for referential (non-dummy) it,A,27,3,3-A,JamC,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,2321,
San Andrés Creole,Alternative forms/phrases for referential (non-dummy) it,B,28,3,3-B,SanAC,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,2440 2441,
Belizean Creole,Alternative forms/phrases for referential (non-dummy) it,B,29,3,3-B,BelC,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,1461,
Guyanese Creole (Creolese),Alternative forms/phrases for referential (non-dummy) it,A,30,3,3-A,GuyC,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Eastern Maroon Creole,Alternative forms/phrases for referential (non-dummy) it,A,31,3,3-A,EMarC,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,1539,
Saramaccan,Alternative forms/phrases for referential (non-dummy) it,D,32,3,3-D,Saramaccan,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Sranan,Alternative forms/phrases for referential (non-dummy) it,X,33,3,3-X,Sranan,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Trinidadian Creole,Alternative forms/phrases for referential (non-dummy) it,B,34,3,3-B,TrinC,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,2626,
Vincentian Creole,Alternative forms/phrases for referential (non-dummy) it,B,35,3,3-B,VinC,Cr,Ca,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,1618,
Krio (Sierra Leone Creole),Alternative forms/phrases for referential (non-dummy) it,?,36,3,3-NA,Krio,Cr,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Liberian Settler English,Alternative forms/phrases for referential (non-dummy) it,B,37,3,3-B,LibSE,L1c,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,2817,
Vernacular Liberian English,Alternative forms/phrases for referential (non-dummy) it,D,38,3,3-D,VLibE,P,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Ghanaian English,Alternative forms/phrases for referential (non-dummy) it,B,39,3,3-B,GhE,L2,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,3016,
Ghanaian Pidgin,Alternative forms/phrases for referential (non-dummy) it,B,40,3,3-B,GhP,P,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,3681,
Nigerian English,Alternative forms/phrases for referential (non-dummy) it,?,41,3,3-NA,NigE,L2,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Nigerian Pidgin,Alternative forms/phrases for referential (non-dummy) it,B,42,3,3-B,NigP,P,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,583,
Cameroon English,Alternative forms/phrases for referential (non-dummy) it,B,43,3,3-B,CamE,L2,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Cameroon Pidgin,Alternative forms/phrases for referential (non-dummy) it,?,44,3,3-NA,CamP,P,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Tanzanian English,Alternative forms/phrases for referential (non-dummy) it,D,45,3,3-D,TznE,L2,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Kenyan English,Alternative forms/phrases for referential (non-dummy) it,?,46,3,3-NA,KenE,L2,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Ugandan English,Alternative forms/phrases for referential (non-dummy) it,D,47,3,3-D,UgE,L2,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
White Zimbabwean English,Alternative forms/phrases for referential (non-dummy) it,B,48,3,3-B,WhZimE,L1c,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,3213,
Black South African English,Alternative forms/phrases for referential (non-dummy) it,C,49,3,3-C,BlSAfE,L2,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,3277,
Indian South African English,Alternative forms/phrases for referential (non-dummy) it,B,50,3,3-B,InSAfE,L2,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,3490,
White South African English,Alternative forms/phrases for referential (non-dummy) it,B,51,3,3-B,WhSAfE,L1c,Af,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,3379,
Indian English,Alternative forms/phrases for referential (non-dummy) it,D,52,3,3-D,IndE,L2,As,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Pakistani English,Alternative forms/phrases for referential (non-dummy) it,C,53,3,3-C,PakE,L2,As,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,3426,
Butler English,Alternative forms/phrases for referential (non-dummy) it,B,54,3,3-B,ButlE,P,As,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Sri Lankan English,Alternative forms/phrases for referential (non-dummy) it,D,55,3,3-D,SLkE,L2,As,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Hong Kong English,Alternative forms/phrases for referential (non-dummy) it,?,56,3,3-NA,HKE,L2,As,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Colloquial Singapore English (Singlish),Alternative forms/phrases for referential (non-dummy) it,B,57,3,3-B,CollSgE,L1c,As,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Malaysian English,Alternative forms/phrases for referential (non-dummy) it,A,58,3,3-A,MalE,L2,As,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,169,
Australian English,Alternative forms/phrases for referential (non-dummy) it,B,59,3,3-B,AusE,L1c,Au,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,3613,
Australian Vernacular English,Alternative forms/phrases for referential (non-dummy) it,B,60,3,3-B,AusVE,L1c,Au,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Aboriginal English,Alternative forms/phrases for referential (non-dummy) it,A,61,3,3-A,AborE,L1c,Au,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,3805 3806,
Roper River Creole (Kriol),Alternative forms/phrases for referential (non-dummy) it,?,62,3,3-NA,RRC,Cr,Au,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Torres Strait Creole,Alternative forms/phrases for referential (non-dummy) it,?,63,3,3-NA,TorSC,Cr,Au,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
New Zealand English,Alternative forms/phrases for referential (non-dummy) it,B,64,3,3-B,NZE,L1c,Pa,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Norfolk Island/ Pitcairn English,Alternative forms/phrases for referential (non-dummy) it,B,65,3,3-B,Norf'k,P,Pa,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,796,
Palmerston English,Alternative forms/phrases for referential (non-dummy) it,B,66,3,3-B,PalmE,Cr,Pa,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,2,
Acrolectal Fiji English,Alternative forms/phrases for referential (non-dummy) it,D,67,3,3-D,FijiE,L2,Pa,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Pure Fiji English (basilectal FijiE),Alternative forms/phrases for referential (non-dummy) it,A,68,3,3-A,CollFijiE,L2,Pa,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Bislama,Alternative forms/phrases for referential (non-dummy) it,B,69,3,3-B,Bislama,Cr,Pa,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Tok Pisin,Alternative forms/phrases for referential (non-dummy) it,X,70,3,3-X,TP,P,Pa,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Hawaiʼi Creole,Alternative forms/phrases for referential (non-dummy) it,A,71,3,3-A,HawC,Cr,Pa,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,1800,
Falkland Islands English,Alternative forms/phrases for referential (non-dummy) it,D,72,3,3-D,FlkE,L1c,SA,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
